GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400006,11,1626164,Devin Booker,1610612756,Phoenix Suns,1,11,11,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-109,153,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,30,1626164,Devin Booker,1610612756,Phoenix Suns,1,8,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,18,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,97,1626164,Devin Booker,1610612756,Phoenix Suns,1,2,43,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,124,218,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,233,1626164,Devin Booker,1610612756,Phoenix Suns,2,4,59,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,26,137,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,319,1626164,Devin Booker,1610612756,Phoenix Suns,3,11,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-89,78,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,417,1626164,Devin Booker,1610612756,Phoenix Suns,3,3,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,97,114,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,515,1626164,Devin Booker,1610612756,Phoenix Suns,4,7,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,49,255,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,534,1626164,Devin Booker,1610612756,Phoenix Suns,4,6,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-48,248,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,544,1626164,Devin Booker,1610612756,Phoenix Suns,4,5,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,135,131,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,564,1626164,Devin Booker,1610612756,Phoenix Suns,4,3,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,232,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400006,593,1626164,Devin Booker,1610612756,Phoenix Suns,4,1,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,218,1,1,20241112,UTA,PHX
Shot Chart Detail,0022400018,387,1626164,Devin Booker,1610612756,Phoenix Suns,3,9,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,1,20241115,OKC,PHX
Shot Chart Detail,0022400018,478,1626164,Devin Booker,1610612756,Phoenix Suns,3,2,59,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-60,118,1,1,20241115,OKC,PHX
